"source"	"target"	"time"
"амУЈ"	"8Жж"	1
"амУЈ"	"Felikex"	1
"амУЈ"	"JL"	1
"амУЈ"	"ruiwen"	1
"амУЈ"	"Seki"	1
"амУЈ"	"sherry"	1
"амУЈ"	"ББжЎгу"	1
"амУЈ"	"ЖїЖї"	1
"амУЈ"	"ЙЌВивЛЕЖ"	1
"амУЈ"	"ааепЮоНЎ"	1
"амУЈ"	"ЛЈЯу"	1
"амУЈ"	"РЭЯўіЉ"	1
"амУЈ"	"Рыгг"	1
"амУЈ"	"ХЗ"	1
"амУЈ"	"Чё"	1
"амУЈ"	"ЪЋУє"	1
"амУЈ"	"ЮЌЯЭ"	1
"амУЈ"	"аЁЧЧ"	1
"амУЈ"	"бе"	1
"амУЈ"	"гРЛл"	1
