"source"	"target"	"time"
"ю╤╬╗"	"52HZ"	1
"ю╤╬╗"	"Aф╪"	1
"ю╤╬╗"	"big bear"	1
"ю╤╬╗"	"Double"	1
"ю╤╬╗"	"Dubhe"	1
"ю╤╬╗"	"Dylan"	1
"ю╤╬╗"	"Fancy"	1
"ю╤╬╗"	"linji"	1
"ю╤╬╗"	"Rimon"	1
"ю╤╬╗"	"yanshu"	1
"ю╤╬╗"	"youngpeople"	1
"ю╤╬╗"	"╠Р"	1
"ю╤╬╗"	"╩фнд┬░"	1
"ю╤╬╗"	"дои╫"	1
"ю╤╬╗"	"еМ╣б╡е"	1
"ю╤╬╗"	"гЯ"	1
"ю╤╬╗"	"одлЛ╣дод"	1
"ю╤╬╗"	"п║гг"	1
"ю╤╬╗"	"р╤вс"	1
"ю╤╬╗"	"рЭр╩"	1
"ю╤╬╗"	"сю╩ш"	1
